from,to,season,weight
Xavi,Deco,2005/2006,19
Xavi,Deco,2006/2007,174
Xavi,Deco,2007/2008,78
Xavi,Edmilson,2005/2006,29
Xavi,Edmilson,2006/2007,76
Xavi,Edmilson,2007/2008,26
Xavi,Ezquerro,2006/2007,3
Xavi,Ezquerro,2007/2008,6
Xavi,Fabregas,2011/2012,215
Xavi,Fabregas,2012/2013,200
Xavi,Fabregas,2013/2014,192
Xavi,Fali,2007/2008,3
Xavi,Fontas,2010/2011,20
Xavi,Fontas,2011/2012,7
Xavi,Giovano,2007/2008,83
Xavi,Giuly,2004/2005,7
Xavi,Giuly,2005/2006,12
Xavi,Giuly,2006/2007,59
Xavi,Gudjohnsen,2006/2007,25
Xavi,Gudjohnsen,2007/2008,68
Xavi,Gudjohnsen,2008/2009,40
Xavi,Henry,2007/2008,131
Xavi,Henry,2008/2009,130
Xavi,Henry,2009/2010,69
Xavi,Hleb,2008/2009,47
Xavi,Iniesta,2004/2005,66
Xavi,Iniesta,2005/2006,22
Xavi,Iniesta,2006/2007,260
Xavi,Iniesta,2007/2008,189
Xavi,Iniesta,2008/2009,207
Xavi,Iniesta,2009/2010,255
Xavi,Iniesta,2010/2011,358
Xavi,Iniesta,2011/2012,180
Xavi,Iniesta,2012/2013,214
Xavi,Iniesta,2013/2014,170
Xavi,Iniesta,2014/2015,68
Xavi,Ivan Rakitić,2014/2015,96
Xavi,Jeffren,2009/2010,13
Xavi,Jeffren,2010/2011,15
Xavi,Jonathan dos Santos,2009/2010,7
Xavi,Jonathan dos Santos,2011/2012,9
Xavi,Kéita,2008/2009,93
Xavi,Kéita,2009/2010,141
Xavi,Kéita,2010/2011,96
Xavi,Kéita,2011/2012,118
Xavi,Larsson,2004/2005,8
Xavi,Larsson,2005/2006,1
Xavi,Marquez,2004/2005,31
Xavi,Marquez,2005/2006,35
Xavi,Marquez,2006/2007,98
Xavi,Marquez,2007/2008,98
Xavi,Marquez,2008/2009,127
Xavi,Marquez,2009/2010,53
Xavi,Mascherano,2010/2011,155
Xavi,Mascherano,2011/2012,136
Xavi,Mascherano,2012/2013,73
Xavi,Mascherano,2013/2014,93
Xavi,Mascherano,2014/2015,95
Xavi,Masip,2014/2015,1
Xavi,Mathieu,2014/2015,84
Xavi,Maxi Lopez,2004/2005,1
Xavi,Maxwell,2009/2010,98
Xavi,Maxwell,2010/2011,96
Xavi,Maxwell,2011/2012,22
Xavi,Messi,2004/2005,13
Xavi,Messi,2005/2006,38
Xavi,Messi,2006/2007,229
Xavi,Messi,2007/2008,331
Xavi,Messi,2008/2009,408
Xavi,Messi,2009/2010,451
Xavi,Messi,2010/2011,476
Xavi,Messi,2011/2012,445
Xavi,Messi,2012/2013,349
Xavi,Messi,2013/2014,259
Xavi,Messi,2014/2015,272
Xavi,Milito,2007/2008,134
Xavi,Milito,2009/2010,49
Xavi,Milito,2010/2011,34
Xavi,Montoya,2010/2011,2
Xavi,Montoya,2011/2012,13
Xavi,Montoya,2012/2013,62
Xavi,Montoya,2013/2014,63
Xavi,Montoya,2014/2015,51
Xavi,Motta,2004/2005,3
Xavi,Motta,2005/2006,12
Xavi,Motta,2006/2007,12
Xavi,Muniesa,2011/2012,1
Xavi,Munir,2014/2015,19
Xavi,Navarro,2004/2005,3
Xavi,Neymar,2013/2014,120
Xavi,Neymar,2014/2015,153
Xavi,Oleguer,2004/2005,41
Xavi,Oleguer,2005/2006,30
Xavi,Oleguer,2006/2007,70
Xavi,Oleguer,2007/2008,79
Xavi,Pedro,2008/2009,20
Xavi,Pedro,2009/2010,134
Xavi,Pedro,2010/2011,239
Xavi,Pedro,2011/2012,137
Xavi,Pedro,2012/2013,254
Xavi,Pedro,2013/2014,130
Xavi,Pedro,2014/2015,103
Xavi,Pinto,2010/2011,4
Xavi,Pinto,2013/2014,1
Xavi,Pique,2008/2009,136
Xavi,Pique,2009/2010,159
Xavi,Pique,2010/2011,201
Xavi,Pique,2011/2012,59
Xavi,Pique,2012/2013,136
Xavi,Pique,2013/2014,117
Xavi,Pique,2014/2015,85
Xavi,Puyol,2004/2005,24
Xavi,Puyol,2005/2006,38
Xavi,Puyol,2006/2007,128
Xavi,Puyol,2007/2008,126
Xavi,Puyol,2008/2009,121
Xavi,Puyol,2009/2010,164
Xavi,Puyol,2010/2011,66
Xavi,Puyol,2011/2012,102
Xavi,Puyol,2012/2013,59
Xavi,Puyol,2013/2014,14
Xavi,Rafinha,2014/2015,55
Xavi,Ronaldinho,2004/2005,55
Xavi,Ronaldinho,2005/2006,60
Xavi,Ronaldinho,2006/2007,197
Xavi,Ronaldinho,2007/2008,94
Xavi,Ruben,2004/2005,1
Xavi,Rueda,2007/2008,4
Xavi,Samuel Eto''o Fils,2004/2005,26
Xavi,Samuel Eto''o Fils,2005/2006,45
Xavi,Samuel Eto''o Fils,2006/2007,129
Xavi,Samuel Eto''o Fils,2007/2008,84
Xavi,Samuel Eto''o Fils,2008/2009,212
Xavi,Sandro,2014/2015,8
Xavi,Saviola,2006/2007,26
Xavi,Sergi Roberto,2013/2014,16
Xavi,Sergi Roberto,2014/2015,48
Xavi,Song,2012/2013,74
Xavi,Song,2013/2014,28
Xavi,Suarez,2014/2015,104
Xavi,Sylvinho,2004/2005,2
Xavi,Sylvinho,2005/2006,15
Xavi,Sylvinho,2006/2007,45
Xavi,Sylvinho,2007/2008,19
Xavi,Sylvinho,2008/2009,30
Xavi,Tello,2011/2012,10
Xavi,Tello,2012/2013,69
Xavi,Tello,2013/2014,18
Xavi,Thiago,2010/2011,50
Xavi,Thiago,2011/2012,155
Xavi,Thiago,2012/2013,74
Xavi,Thuram,2006/2007,104
Xavi,Thuram,2007/2008,45
Xavi,Toure,2007/2008,137
Xavi,Toure,2008/2009,156
Xavi,Toure,2009/2010,146
Xavi,Valdes,2004/2005,2
Xavi,Valdes,2005/2006,2
Xavi,Valdes,2006/2007,5
Xavi,Valdes,2007/2008,7
Xavi,Valdes,2008/2009,5
Xavi,Valdes,2009/2010,8
Xavi,Valdes,2010/2011,11
Xavi,Valdes,2011/2012,7
Xavi,Valdes,2012/2013,9
Xavi,Valdes,2013/2014,3
Xavi,Vazquez,2007/2008,2
Xavi,Vermaelen,2014/2015,3
Xavi,Victor Sanchez,2008/2009,1
Xavi,Villa,2010/2011,154
Xavi,Villa,2011/2012,72
Xavi,Villa,2012/2013,48
Xavi,Zambrotta,2006/2007,166
Xavi,Zambrotta,2007/2008,155
Xavi,Zlatan Ibrahimović,2009/2010,133
Xavi,van Bommel,2005/2006,21
Xavi,van Bronckhorst,2004/2005,23
Xavi,van Bronckhorst,2006/2007,63
Zambrotta,Abidal,2007/2008,6
Zambrotta,Bojan,2007/2008,24
Zambrotta,Deco,2006/2007,116
Zambrotta,Deco,2007/2008,38
Zambrotta,Edmilson,2006/2007,19
Zambrotta,Edmilson,2007/2008,11
Zambrotta,Ezquerro,2006/2007,1
Zambrotta,Ezquerro,2007/2008,1
Zambrotta,Giovano,2007/2008,46
Zambrotta,Giuly,2006/2007,46
Zambrotta,Gudjohnsen,2006/2007,21
Zambrotta,Gudjohnsen,2007/2008,10
Zambrotta,Henry,2007/2008,17
Zambrotta,Iniesta,2006/2007,90
Zambrotta,Iniesta,2007/2008,40
Zambrotta,Marquez,2006/2007,101
Zambrotta,Marquez,2007/2008,65
Zambrotta,Messi,2006/2007,165
Zambrotta,Messi,2007/2008,167
Zambrotta,Milito,2007/2008,29
Zambrotta,Motta,2006/2007,22
Zambrotta,Oleguer,2006/2007,8
Zambrotta,Oleguer,2007/2008,9
Zambrotta,Puyol,2006/2007,70
Zambrotta,Puyol,2007/2008,76
Zambrotta,Ronaldinho,2006/2007,78
Zambrotta,Ronaldinho,2007/2008,19
Zambrotta,Samuel Eto''o Fils,2006/2007,50
Zambrotta,Samuel Eto''o Fils,2007/2008,21
Zambrotta,Saviola,2006/2007,10
Zambrotta,Sylvinho,2007/2008,2
Zambrotta,Thuram,2006/2007,147
Zambrotta,Thuram,2007/2008,73
Zambrotta,Toure,2007/2008,56
Zambrotta,Valdes,2006/2007,31
Zambrotta,Valdes,2007/2008,22
Zambrotta,Xavi,2006/2007,186
Zambrotta,Xavi,2007/2008,179
Zambrotta,van Bronckhorst,2006/2007,2
Zlatan Ibrahimović,Abidal,2009/2010,16
Zlatan Ibrahimović,Bojan,2009/2010,9
Zlatan Ibrahimović,Busquets,2009/2010,29
Zlatan Ibrahimović,Chygrynskiy,2009/2010,3
Zlatan Ibrahimović,Dani Alves,2009/2010,46
Zlatan Ibrahimović,Henry,2009/2010,41
Zlatan Ibrahimović,Iniesta,2009/2010,83
Zlatan Ibrahimović,Jeffren,2009/2010,5
Zlatan Ibrahimović,Jonathan dos Santos,2009/2010,4
Zlatan Ibrahimović,Kéita,2009/2010,52
Zlatan Ibrahimović,Marquez,2009/2010,3
Zlatan Ibrahimović,Maxwell,2009/2010,25
Zlatan Ibrahimović,Messi,2009/2010,108
Zlatan Ibrahimović,Milito,2009/2010,3
Zlatan Ibrahimović,Pedro,2009/2010,53
Zlatan Ibrahimović,Pique,2009/2010,7
Zlatan Ibrahimović,Puyol,2009/2010,19
Zlatan Ibrahimović,Toure,2009/2010,26
Zlatan Ibrahimović,Xavi,2009/2010,88
ter Stegen,Adriano,2015/2016,3
ter Stegen,Alba,2015/2016,8
ter Stegen,Bartra,2015/2016,11
ter Stegen,Busquets,2015/2016,12
ter Stegen,Dani Alves,2015/2016,16
ter Stegen,Iniesta,2015/2016,8
ter Stegen,Ivan Rakitić,2015/2016,5
ter Stegen,Mascherano,2015/2016,41
ter Stegen,Mathieu,2015/2016,6
ter Stegen,Messi,2015/2016,2
ter Stegen,Munir,2015/2016,3
ter Stegen,Neymar,2015/2016,10
ter Stegen,Pique,2015/2016,24
ter Stegen,Rafinha,2015/2016,2
ter Stegen,Sergi Roberto,2015/2016,8
ter Stegen,Suarez,2015/2016,12
ter Stegen,Vermaelen,2015/2016,3
van Bommel,Belletti,2005/2006,9
van Bommel,Deco,2005/2006,17
van Bommel,Edmilson,2005/2006,15
van Bommel,Gabri,2005/2006,1
van Bommel,Giuly,2005/2006,33
van Bommel,Iniesta,2005/2006,6
van Bommel,Larsson,2005/2006,14
van Bommel,Marquez,2005/2006,16
van Bommel,Messi,2005/2006,25
van Bommel,Motta,2005/2006,5
van Bommel,Oleguer,2005/2006,34
van Bommel,Puyol,2005/2006,15
van Bommel,Ronaldinho,2005/2006,41
van Bommel,Samuel Eto''o Fils,2005/2006,19
van Bommel,Sylvinho,2005/2006,11
van Bommel,Valdes,2005/2006,3
van Bommel,Xavi,2005/2006,18
van Bommel,van Bronckhorst,2005/2006,1
van Bronckhorst,Abella,2004/2005,1
van Bronckhorst,Belletti,2004/2005,3
van Bronckhorst,Belletti,2005/2006,3
van Bronckhorst,Deco,2004/2005,50
van Bronckhorst,Deco,2005/2006,26
van Bronckhorst,Deco,2006/2007,104
van Bronckhorst,Edmilson,2005/2006,5
van Bronckhorst,Edmilson,2006/2007,36
van Bronckhorst,Ezquerro,2005/2006,1
van Bronckhorst,Giuly,2004/2005,2
van Bronckhorst,Giuly,2005/2006,3
van Bronckhorst,Giuly,2006/2007,7
van Bronckhorst,Gudjohnsen,2006/2007,12
van Bronckhorst,Iniesta,2004/2005,24
van Bronckhorst,Iniesta,2005/2006,9
van Bronckhorst,Iniesta,2006/2007,88
van Bronckhorst,Larsson,2004/2005,4
van Bronckhorst,Larsson,2005/2006,10
van Bronckhorst,Marquez,2004/2005,17
van Bronckhorst,Marquez,2005/2006,20
van Bronckhorst,Marquez,2006/2007,10
van Bronckhorst,Maxi Lopez,2004/2005,9
van Bronckhorst,Messi,2004/2005,2
van Bronckhorst,Messi,2005/2006,13
van Bronckhorst,Messi,2006/2007,60
van Bronckhorst,Motta,2004/2005,1
van Bronckhorst,Motta,2005/2006,10
van Bronckhorst,Motta,2006/2007,3
van Bronckhorst,Navarro,2004/2005,2
van Bronckhorst,Oleguer,2004/2005,41
van Bronckhorst,Oleguer,2005/2006,15
van Bronckhorst,Oleguer,2006/2007,2
van Bronckhorst,Puyol,2004/2005,11
van Bronckhorst,Puyol,2005/2006,21
van Bronckhorst,Puyol,2006/2007,118
van Bronckhorst,Ronaldinho,2004/2005,62
van Bronckhorst,Ronaldinho,2005/2006,61
van Bronckhorst,Ronaldinho,2006/2007,164
van Bronckhorst,Ruben,2004/2005,1
van Bronckhorst,Samuel Eto''o Fils,2004/2005,25
van Bronckhorst,Samuel Eto''o Fils,2005/2006,26
van Bronckhorst,Samuel Eto''o Fils,2006/2007,109
van Bronckhorst,Saviola,2006/2007,11
van Bronckhorst,Sylvinho,2004/2005,1
van Bronckhorst,Sylvinho,2005/2006,4
van Bronckhorst,Sylvinho,2006/2007,5
van Bronckhorst,Thuram,2006/2007,28
van Bronckhorst,Valdes,2004/2005,5
van Bronckhorst,Valdes,2005/2006,2
van Bronckhorst,Valdes,2006/2007,10
van Bronckhorst,Xavi,2004/2005,30
van Bronckhorst,Xavi,2005/2006,4
van Bronckhorst,Xavi,2006/2007,55
van Bronckhorst,Zambrotta,2006/2007,6
van Bronckhorst,van Bommel,2005/2006,1
